step,chosen_action,reward,oracle_reward,regret
296,hybrid_keep,1.47,1.5,0.030000000000000027
297,dense_keyword,1.5,1.5,0.0
298,hybrid_keep,1.47,1.5,0.030000000000000027
299,hybrid_keep,1.47,1.5,0.030000000000000027
300,dense_keyword,1.5,1.5,0.0
301,hybrid_keep,1.47,1.5,0.030000000000000027
302,hybrid_keep,1.47,1.5,0.030000000000000027
303,hybrid_keep,1.47,1.5,0.030000000000000027
304,hybrid_keep,-0.03,1.1666666666666667,1.1966666666666668
305,hybrid_keep,1.095,1.1666666666666667,0.07166666666666677
306,hybrid_keep,1.1366666666666667,1.25,0.11333333333333329
307,hybrid_keep,1.47,1.5,0.030000000000000027
308,hybrid_keep,1.47,1.5,0.030000000000000027
309,hybrid_keep,1.47,1.5,0.030000000000000027
310,hybrid_keep,1.47,1.5,0.030000000000000027
311,hybrid_keep,1.47,1.5,0.030000000000000027
312,hybrid_keep,0.8033333333333332,1.25,0.44666666666666677
313,hybrid_keep,1.47,1.5,0.030000000000000027
314,hybrid_keep,1.47,1.5,0.030000000000000027
315,hybrid_keep,1.1366666666666667,1.25,0.11333333333333329
316,hybrid_keep,1.47,1.5,0.030000000000000027
317,hybrid_keep,-0.03,0.625,0.655
318,dense_keyword,1.0,1.5,0.5
319,hybrid_keep,-0.03,0.0,0.03
320,hybrid_keep,1.47,1.5,0.030000000000000027
321,hybrid_keep,-0.03,0.0,0.03
322,bm25_keyword,0.0,1.1666666666666667,1.1666666666666667
323,hybrid_keep,0.72,1.25,0.53
324,hybrid_keep,1.47,1.5,0.030000000000000027
325,hybrid_keep,-0.03,0.0,0.03
326,bm25_keyword,1.5,1.5,0.0
327,bm25_keyword,1.1666666666666667,1.5,0.33333333333333326
328,hybrid_keep,1.47,1.5,0.030000000000000027
329,bm25_keyword,0.0,1.5,1.5
330,bm25_keyword,1.5,1.5,0.0
331,hybrid_keep,1.47,1.5,0.030000000000000027
332,hybrid_keep,1.22,1.25,0.030000000000000027
333,dense_keyword,1.5,1.5,0.0
334,bm25_keyword,0.0,0.0,0.0
335,bm25_keyword,1.1,1.1,0.0
336,bm25_keyword,1.5,1.5,0.0
337,hybrid_keep,-0.03,1.1666666666666667,1.1966666666666668
338,hybrid_keep,-0.03,0.0,0.03
339,bm25_keyword,1.5,1.5,0.0
340,hybrid_keep,1.47,1.5,0.030000000000000027
341,hybrid_keep,-0.03,1.125,1.155
342,dense_keyword,1.25,1.5,0.25
343,bm25_keyword,1.5,1.5,0.0
344,dense_keyword,1.5,1.5,0.0
345,dense_keyword,0.0,0.0,0.0
346,dense_keyword,1.5,1.5,0.0
347,bm25_keyword,1.5,1.5,0.0
348,dense_keyword,0.0,0.0,0.0
349,bm25_keyword,1.5,1.5,0.0
350,bm25_keyword,1.5,1.5,0.0
351,bm25_keyword,1.1,1.1,0.0
352,bm25_keyword,1.5,1.5,0.0
353,hybrid_keep,-0.03,0.0,0.03
354,bm25_keyword,1.1666666666666667,1.25,0.08333333333333326
355,bm25_keyword,1.5,1.5,0.0
356,hybrid_keep,1.22,1.5,0.28
357,bm25_keyword,1.1666666666666667,1.1666666666666667,0.0
358,bm25_keyword,1.5,1.5,0.0
359,bm25_keyword,1.5,1.5,0.0
360,bm25_keyword,1.5,1.5,0.0
361,bm25_keyword,1.5,1.5,0.0
362,bm25_keyword,1.5,1.5,0.0
363,hybrid_keep,1.22,1.5,0.28
364,bm25_keyword,1.5,1.5,0.0
365,bm25_keyword,0.0,0.0,0.0
366,bm25_keyword,1.25,1.25,0.0
367,hybrid_keep,1.47,1.5,0.030000000000000027
368,bm25_keyword,0.0,0.75,0.75
369,bm25_keyword,0.0,0.0,0.0
370,bm25_keyword,1.5,1.5,0.0
371,bm25_keyword,1.5,1.5,0.0
372,bm25_keyword,0.0,1.125,1.125
373,dense_keyword,0.0,1.5,1.5
374,bm25_keyword,1.5,1.5,0.0
375,bm25_keyword,1.5,1.5,0.0
376,bm25_keyword,1.5,1.5,0.0
377,bm25_keyword,0.0,1.25,1.25
378,bm25_keyword,1.5,1.5,0.0
379,bm25_keyword,1.5,1.5,0.0
380,bm25_keyword,1.125,1.1366666666666667,0.011666666666666714
381,bm25_keyword,1.5,1.5,0.0
382,hybrid_keep,-0.03,0.0,0.03
383,bm25_keyword,1.5,1.5,0.0
384,bm25_keyword,1.25,1.5,0.25
385,dense_keyword,1.5,1.5,0.0
386,bm25_keyword,0.6666666666666666,0.75,0.08333333333333337
387,bm25_keyword,1.0,1.0,0.0
388,hybrid_keep,1.47,1.5,0.030000000000000027
389,bm25_keyword,1.5,1.5,0.0
390,bm25_keyword,1.5,1.5,0.0
391,bm25_keyword,1.5,1.5,0.0
392,bm25_keyword,1.5,1.5,0.0
393,dense_keyword,0.0,1.125,1.125
394,hybrid_keep,1.47,1.5,0.030000000000000027
395,bm25_keyword,0.0,0.0,0.0
396,hybrid_keep,1.47,1.5,0.030000000000000027
397,hybrid_keep,1.47,1.5,0.030000000000000027
398,bm25_keyword,1.5,1.5,0.0
399,hybrid_keep,1.47,1.5,0.030000000000000027
400,bm25_keyword,1.5,1.5,0.0
401,bm25_keyword,1.5,1.5,0.0
402,dense_keyword,1.5,1.5,0.0
403,hybrid_keep,1.47,1.5,0.030000000000000027
404,dense_keyword,1.5,1.5,0.0
405,bm25_keyword,0.6,1.25,0.65
406,bm25_keyword,0.0,1.5,1.5
407,bm25_keyword,1.5,1.5,0.0
408,dense_keyword,1.5,1.5,0.0
409,bm25_keyword,1.5,1.5,0.0
410,bm25_keyword,0.0,1.25,1.25
411,bm25_keyword,0.0,0.0,0.0
412,hybrid_keep,1.47,1.5,0.030000000000000027
413,dense_keyword,1.5,1.5,0.0
414,bm25_keyword,1.5,1.5,0.0
415,bm25_keyword,0.0,0.0,0.0
416,dense_keyword,0.0,0.0,0.0
417,hybrid_keep,1.47,1.5,0.030000000000000027
418,bm25_keyword,0.0,0.4583333333333333,0.4583333333333333
419,bm25_keyword,0.0,1.5,1.5
420,bm25_keyword,0.0,1.5,1.5
421,dense_keyword,0.0,0.0,0.0
422,bm25_keyword,1.5,1.5,0.0
423,hybrid_keep,1.47,1.5,0.030000000000000027
424,dense_keyword,0.0,0.0,0.0
425,bm25_keyword,1.0,1.0,0.0
426,hybrid_keep,-0.03,0.0,0.03
427,dense_keyword,1.5,1.5,0.0
428,bm25_keyword,0.0,0.0,0.0
429,bm25_keyword,1.5,1.5,0.0
430,bm25_keyword,0.0,1.1,1.1
431,hybrid_keep,-0.03,0.0,0.03
432,bm25_keyword,1.5,1.5,0.0
433,bm25_keyword,1.5,1.5,0.0
434,bm25_keyword,1.1666666666666667,1.25,0.08333333333333326
435,bm25_keyword,1.5,1.5,0.0
436,hybrid_keep,1.47,1.5,0.030000000000000027
437,hybrid_keep,1.47,1.5,0.030000000000000027
438,bm25_keyword,0.0,1.5,1.5
439,bm25_keyword,1.5,1.5,0.0
440,bm25_keyword,1.5,1.5,0.0
441,bm25_keyword,1.5,1.5,0.0
442,bm25_keyword,0.9166666666666666,0.9166666666666666,0.0
443,hybrid_keep,1.47,1.5,0.030000000000000027
444,bm25_keyword,1.5,1.5,0.0
445,bm25_keyword,1.5,1.5,0.0
446,hybrid_keep,1.47,1.5,0.030000000000000027
447,bm25_keyword,1.5,1.5,0.0
448,hybrid_keep,1.47,1.5,0.030000000000000027
449,bm25_keyword,1.5,1.5,0.0
450,bm25_keyword,1.5,1.5,0.0
451,hybrid_keep,1.07,1.125,0.05499999999999994
452,bm25_keyword,1.5,1.5,0.0
453,hybrid_keep,1.47,1.5,0.030000000000000027
454,hybrid_keep,1.22,1.5,0.28
455,bm25_keyword,1.5,1.5,0.0
456,bm25_keyword,1.5,1.5,0.0
457,hybrid_keep,-0.03,0.0,0.03
458,bm25_keyword,0.0,0.0,0.0
459,bm25_keyword,1.5,1.5,0.0
460,hybrid_keep,1.47,1.5,0.030000000000000027
461,bm25_keyword,0.625,0.6666666666666666,0.04166666666666663
462,bm25_keyword,1.5,1.5,0.0
463,bm25_keyword,0.0,0.0,0.0
464,dense_keyword,1.5,1.5,0.0
465,bm25_keyword,0.0,0.0,0.0
466,hybrid_keep,1.47,1.5,0.030000000000000027
467,hybrid_keep,1.47,1.5,0.030000000000000027
468,bm25_keyword,0.0,0.0,0.0
469,bm25_keyword,1.5,1.5,0.0
470,bm25_keyword,1.5,1.5,0.0
471,bm25_keyword,1.5,1.5,0.0
472,hybrid_keep,1.47,1.5,0.030000000000000027
473,dense_keyword,1.1666666666666667,1.5,0.33333333333333326
474,hybrid_keep,1.22,1.5,0.28
475,hybrid_keep,1.47,1.5,0.030000000000000027
476,bm25_keyword,0.0,0.0,0.0
477,bm25_keyword,1.5,1.5,0.0
478,bm25_keyword,0.0,0.0,0.0
479,bm25_keyword,1.5,1.5,0.0
480,hybrid_keep,1.47,1.5,0.030000000000000027
481,hybrid_keep,-0.03,1.125,1.155
482,hybrid_keep,1.1366666666666667,1.25,0.11333333333333329
483,bm25_keyword,1.5,1.5,0.0
484,bm25_keyword,1.5,1.5,0.0
485,hybrid_keep,1.47,1.5,0.030000000000000027
486,hybrid_keep,1.22,1.5,0.28
487,bm25_keyword,1.5,1.5,0.0
488,hybrid_keep,-0.03,0.0,0.03
489,bm25_keyword,0.0,0.0,0.0
490,bm25_keyword,1.25,1.25,0.0
491,bm25_keyword,1.5,1.5,0.0
492,bm25_keyword,0.0,0.0,0.0
493,bm25_keyword,1.5,1.5,0.0
494,hybrid_keep,1.47,1.5,0.030000000000000027
495,bm25_keyword,1.1666666666666667,1.5,0.33333333333333326
496,bm25_keyword,1.5,1.5,0.0
497,bm25_keyword,1.5,1.5,0.0
498,hybrid_keep,1.22,1.25,0.030000000000000027
499,bm25_keyword,0.0,1.5,1.5
500,dense_keyword,0.0,0.0,0.0
501,hybrid_keep,1.47,1.5,0.030000000000000027
502,bm25_keyword,0.0,0.0,0.0
503,bm25_keyword,1.5,1.5,0.0
504,hybrid_keep,1.47,1.5,0.030000000000000027
505,bm25_keyword,1.25,1.5,0.25
506,bm25_keyword,0.0,1.5,1.5
507,bm25_keyword,1.5,1.5,0.0
508,bm25_keep,0.0,0.0,0.0
509,bm25_keyword,0.0,0.0,0.0
510,bm25_keyword,0.0,1.5,1.5
511,bm25_keyword,1.5,1.5,0.0
512,bm25_keyword,0.43333333333333335,0.4583333333333333,0.024999999999999967
513,bm25_keyword,0.75,1.25,0.5
514,dense_keyword,1.5,1.5,0.0
515,bm25_keyword,1.5,1.5,0.0
516,dense_keyword,0.0,1.1,1.1
517,bm25_keyword,1.5,1.5,0.0
518,bm25_keyword,1.5,1.5,0.0
519,bm25_keyword,1.5,1.5,0.0
520,bm25_keyword,1.0,1.0,0.0
521,hybrid_keep,1.22,1.5,0.28
522,bm25_keyword,1.5,1.5,0.0
523,hybrid_keep,1.22,1.5,0.28
524,bm25_keyword,1.5,1.5,0.0
525,bm25_keyword,1.5,1.5,0.0
526,bm25_keyword,1.5,1.5,0.0
527,bm25_keyword,0.0,0.0,0.0
528,hybrid_keep,-0.03,1.125,1.155
529,hybrid_keep,1.47,1.5,0.030000000000000027
530,bm25_keyword,1.5,1.5,0.0
531,bm25_keyword,0.0,0.0,0.0
532,bm25_keyword,1.5,1.5,0.0
533,bm25_keyword,0.0,0.0,0.0
534,bm25_keyword,1.5,1.5,0.0
535,bm25_keyword,1.5,1.5,0.0
536,bm25_keyword,1.5,1.5,0.0
537,hybrid_keep,1.095,1.25,0.15500000000000003
538,bm25_keyword,1.5,1.5,0.0
539,hybrid_keep,1.47,1.5,0.030000000000000027
540,bm25_keyword,1.5,1.5,0.0
541,dense_keyword,1.25,1.25,0.0
542,bm25_keyword,1.5,1.5,0.0
543,bm25_keyword,1.25,1.5,0.25
544,bm25_keyword,0.0,0.0,0.0
545,bm25_keyword,1.5,1.5,0.0
546,hybrid_keep,-0.03,0.0,0.03
547,bm25_keyword,1.5,1.5,0.0
548,dense_keyword,0.0,1.1,1.1
549,bm25_keyword,1.0,1.0,0.0
550,bm25_keyword,1.5,1.5,0.0
551,bm25_keyword,1.5,1.5,0.0
552,bm25_keyword,1.5,1.5,0.0
553,bm25_keyword,0.0,0.0,0.0
554,bm25_keyword,1.5,1.5,0.0
555,bm25_keyword,0.0,1.25,1.25
556,bm25_keyword,1.5,1.5,0.0
557,hybrid_keep,1.1366666666666667,1.25,0.11333333333333329
558,bm25_keyword,0.0,0.0,0.0
559,bm25_keyword,1.25,1.5,0.25
560,hybrid_keep,1.22,1.5,0.28
561,bm25_keyword,1.5,1.5,0.0
562,bm25_keyword,1.5,1.5,0.0
563,hybrid_keep,1.47,1.5,0.030000000000000027
564,bm25_keyword,1.5,1.5,0.0
565,bm25_keyword,0.0,0.0,0.0
566,dense_keep,0.0,0.0,0.0
567,bm25_keyword,1.25,1.25,0.0
568,dense_keyword,1.25,1.25,0.0
569,dense_keyword,0.0,0.0,0.0
570,bm25_keyword,1.5,1.5,0.0
571,bm25_keyword,1.5,1.5,0.0
572,bm25_keyword,1.125,1.5,0.375
573,bm25_keyword,1.5,1.5,0.0
574,hybrid_keep,1.47,1.5,0.030000000000000027
575,hybrid_keep,1.47,1.5,0.030000000000000027
576,hybrid_keep,1.1366666666666667,1.5,0.3633333333333333
577,bm25_keep,0.0,0.0,0.0
578,bm25_keyword,0.0,0.0,0.0
579,bm25_keyword,1.5,1.5,0.0
580,bm25_keyword,1.5,1.5,0.0
581,bm25_keyword,1.5,1.5,0.0
582,bm25_keyword,1.5,1.5,0.0
583,bm25_keyword,1.5,1.5,0.0
584,bm25_keyword,0.0,1.5,1.5
585,bm25_keyword,0.0,1.25,1.25
586,bm25_keyword,1.5,1.5,0.0
587,dense_keyword,1.5,1.5,0.0
588,dense_keyword,1.5,1.5,0.0
589,bm25_keyword,1.5,1.5,0.0
590,hybrid_keep,1.22,1.5,0.28
591,dense_keyword,1.5,1.5,0.0
592,dense_keyword,0.0,1.1,1.1
593,bm25_keyword,0.0,0.0,0.0
594,bm25_keyword,1.1666666666666667,1.5,0.33333333333333326
595,dense_keyword,1.1666666666666667,1.5,0.33333333333333326
596,bm25_keyword,1.1,1.1,0.0
597,bm25_keyword,1.1,1.5,0.3999999999999999
598,hybrid_keep,1.47,1.5,0.030000000000000027
599,bm25_keyword,1.5,1.5,0.0
