source_dataset,target_dataset,split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action_score
nfcorpus,scifact,test,Dense original,dense_keep,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.0,1,12,1.5,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,11369420 | 25832301 | 11951999 | 9460704 | 9478135,11369420,
nfcorpus,scifact,test,Dense keyword,dense_keyword,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.0,1,8,1.5,tetraspanin 3 causative factor development acute myelogenous leukemia,11369420 | 25832301 | 11951999 | 9460704 | 9478135,11369420,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.03,2,12,1.47,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,11369420 | 25832301 | 8427306 | 11951999 | 5765455,11369420,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.03,2,8,1.47,tetraspanin 3 causative factor development acute myelogenous leukemia,11369420 | 25832301 | 8427306 | 11951999 | 28614776,11369420,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.03,2,8,1.47,tetraspanin 3 causative factor development acute myelogenous leukemia,11369420 | 25832301 | 8427306 | 11951999 | 28614776,11369420,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.0,1,12,1.5,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,11369420 | 8427306 | 5765455 | 28614776 | 12903921,11369420,
nfcorpus,scifact,test,Transferred source policy,bm25_keyword,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.0,1,8,1.5,tetraspanin 3 causative factor development acute myelogenous leukemia,11369420 | 8427306 | 28614776 | 1617327 | 5765455,11369420,0.6403544704004502
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,1150,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,1.0,1.0,1.0,0.0,1,12,1.5,Tetraspanin-3 is a causative factor in the development of acute myelogenous leukemia,11369420 | 8427306 | 5765455 | 28614776 | 12903921,11369420,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.0,1,11,1.5,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,12670680 | 14938990 | 28015516 | 28149602 | 5448119,12670680,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.0,1,9,1.5,basophils counteract disease development patients systemic lupus erythematosus sle,12670680 | 28015516 | 14938990 | 28149602 | 5448119,12670680,
nfcorpus,scifact,test,Dense original,dense_keep,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.0,1,11,1.5,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,12670680 | 28149602 | 28015516 | 14853989 | 5448119,12670680,
nfcorpus,scifact,test,Dense keyword,dense_keyword,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.0,1,9,1.5,basophils counteract disease development patients systemic lupus erythematosus sle,12670680 | 28149602 | 28015516 | 14853989 | 5448119,12670680,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.03,2,11,1.47,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,12670680 | 28149602 | 28015516 | 14938990 | 5448119,12670680,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.03,2,9,1.47,basophils counteract disease development patients systemic lupus erythematosus sle,12670680 | 28015516 | 28149602 | 5448119 | 14938990,12670680,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.03,2,9,1.47,basophils counteract disease development patients systemic lupus erythematosus sle,12670680 | 28015516 | 28149602 | 5448119 | 14938990,12670680,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.0,1,11,1.5,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,12670680 | 14938990 | 28015516 | 28149602 | 5448119,12670680,
nfcorpus,scifact,test,Transferred source policy,dense_keep,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.0,1,11,1.5,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,12670680 | 28149602 | 28015516 | 14853989 | 5448119,12670680,0.5306893311018445
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,171,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,1.0,1.0,1.0,0.0,1,11,1.5,Basophils counteract disease development in patients with systemic lupus erythematosus (SLE).,12670680 | 14938990 | 28015516 | 28149602 | 5448119,12670680,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.0,1,12,0.0,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,22696649 | 36838958 | 2543135 | 29073751 | 14092737,28937856,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.0,1,9,0.0,foxo3a activation neuronal death mediated reactive oxygen species ros,19922508 | 10993232 | 22696649 | 36838958 | 2543135,28937856,
nfcorpus,scifact,test,Dense original,dense_keep,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.0,1,12,0.0,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,14496749 | 2543135 | 19922508 | 16728949 | 29429111,28937856,
nfcorpus,scifact,test,Dense keyword,dense_keyword,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.0,1,9,0.0,foxo3a activation neuronal death mediated reactive oxygen species ros,14496749 | 19922508 | 2543135 | 16728949 | 13380011,28937856,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.03,2,12,-0.03,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,14496749 | 22696649 | 2543135 | 36838958 | 19922508,28937856,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.03,2,9,-0.03,foxo3a activation neuronal death mediated reactive oxygen species ros,19922508 | 14496749 | 2543135 | 10993232 | 22696649,28937856,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.03,2,9,-0.03,foxo3a activation neuronal death mediated reactive oxygen species ros,19922508 | 14496749 | 2543135 | 10993232 | 22696649,28937856,
nfcorpus,scifact,test,Heuristic retrieval router,dense_keep,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.0,1,12,0.0,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,14496749 | 2543135 | 19922508 | 16728949 | 29429111,28937856,
nfcorpus,scifact,test,Transferred source policy,dense_keep,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.0,1,12,0.0,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,14496749 | 2543135 | 19922508 | 16728949 | 29429111,28937856,0.5105648331817527
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,0.0,0.0,0.0,0.0,1,12,0.0,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,22696649 | 36838958 | 2543135 | 29073751 | 14092737,28937856,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.0,1,20,1.5,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,10582939 | 40164383 | 3935126 | 24795767 | 46353045,10582939,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.0,1,18,1.5,autologous transplantation mesenchymal stem cells causes higher rate opportunistic infections than induction therapy anti interleukin 2 receptor antibodies,10582939 | 40164383 | 3935126 | 24795767 | 46353045,10582939,
nfcorpus,scifact,test,Dense original,dense_keep,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.0,1,20,1.5,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,10582939 | 301866 | 19511011 | 43587663 | 37182501,10582939,
nfcorpus,scifact,test,Dense keyword,dense_keyword,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.0,1,18,1.5,autologous transplantation mesenchymal stem cells causes higher rate opportunistic infections than induction therapy anti interleukin 2 receptor antibodies,10582939 | 301866 | 19511011 | 43587663 | 854417,10582939,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.03,2,20,1.47,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,10582939 | 301866 | 40164383 | 19511011 | 3935126,10582939,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.03,2,18,1.47,autologous transplantation mesenchymal stem cells causes higher rate opportunistic infections than induction therapy anti interleukin 2 receptor antibodies,10582939 | 301866 | 40164383 | 19511011 | 3935126,10582939,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.03,2,18,1.47,autologous transplantation mesenchymal stem cells causes higher rate opportunistic infections than induction therapy anti interleukin 2 receptor antibodies,10582939 | 301866 | 40164383 | 19511011 | 3935126,10582939,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.0,1,20,1.5,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,10582939 | 40164383 | 3935126 | 24795767 | 46353045,10582939,
nfcorpus,scifact,test,Transferred source policy,dense_keep,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.0,1,20,1.5,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,10582939 | 301866 | 19511011 | 43587663 | 37182501,10582939,0.5498352725633797
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,142,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,1.0,1.0,1.0,0.0,1,20,1.5,Autologous transplantation of mesenchymal stem cells causes a higher rate of opportunistic infections than induction therapy with anti-interleukin-2 receptor antibodies.,10582939 | 40164383 | 3935126 | 24795767 | 46353045,10582939,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.0,1,18,0.0,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,7454794 | 21557614 | 8708082 | 2522977 | 40156901,16760369,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.0,1,13,0.0,benefits colchicine achieved effective widespread use secondary prevention strategies such high dose statins,7454794 | 8708082 | 21557614 | 40156901 | 7613033,16760369,
nfcorpus,scifact,test,Dense original,dense_keep,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.0,1,18,0.0,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,7454794 | 21557614 | 4687948 | 5698494 | 1522336,16760369,
nfcorpus,scifact,test,Dense keyword,dense_keyword,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.0,1,13,0.0,benefits colchicine achieved effective widespread use secondary prevention strategies such high dose statins,7454794 | 21557614 | 4687948 | 5698494 | 1522336,16760369,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.03,2,18,-0.03,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,7454794 | 21557614 | 4687948 | 8708082 | 2522977,16760369,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.03,2,13,-0.03,benefits colchicine achieved effective widespread use secondary prevention strategies such high dose statins,7454794 | 21557614 | 8708082 | 4687948 | 40156901,16760369,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.03,2,13,-0.03,benefits colchicine achieved effective widespread use secondary prevention strategies such high dose statins,7454794 | 21557614 | 8708082 | 4687948 | 40156901,16760369,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.0,1,18,0.0,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,7454794 | 21557614 | 8708082 | 2522977 | 40156901,16760369,
nfcorpus,scifact,test,Transferred source policy,dense_keep,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.0,1,18,0.0,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,7454794 | 21557614 | 4687948 | 5698494 | 1522336,16760369,0.5267459959753867
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,1199,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,0.0,0.0,0.0,0.0,1,18,0.0,The benefits of colchicine were achieved with effective widespread use of secondary prevention strategies such as high-dose statins.,7454794 | 21557614 | 8708082 | 2522977 | 40156901,16760369,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.0,1,10,1.5,Occupancy of ribosomes by IncRNAs do not make functional peptides.,8426046 | 24335068 | 29459383 | 27438378 | 22896970,8426046,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.0,1,7,1.5,occupancy ribosomes incrnas not make functional peptides,8426046 | 24335068 | 29459383 | 22896970 | 20725212,8426046,
nfcorpus,scifact,test,Dense original,dense_keep,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.0,1,10,1.5,Occupancy of ribosomes by IncRNAs do not make functional peptides.,8426046 | 26112624 | 6670101 | 24737389 | 13552682,8426046,
nfcorpus,scifact,test,Dense keyword,dense_keyword,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.0,1,7,1.5,occupancy ribosomes incrnas not make functional peptides,8426046 | 26112624 | 6670101 | 13552682 | 24737389,8426046,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.03,2,10,1.47,Occupancy of ribosomes by IncRNAs do not make functional peptides.,8426046 | 24335068 | 26112624 | 29459383 | 6670101,8426046,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.03,2,7,1.47,occupancy ribosomes incrnas not make functional peptides,8426046 | 24335068 | 26112624 | 29459383 | 6670101,8426046,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.03,2,7,1.47,occupancy ribosomes incrnas not make functional peptides,8426046 | 24335068 | 26112624 | 29459383 | 6670101,8426046,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.0,1,10,1.5,Occupancy of ribosomes by IncRNAs do not make functional peptides.,8426046 | 24335068 | 29459383 | 27438378 | 22896970,8426046,
nfcorpus,scifact,test,Transferred source policy,bm25_keyword,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.0,1,7,1.5,occupancy ribosomes incrnas not make functional peptides,8426046 | 24335068 | 29459383 | 22896970 | 20725212,8426046,0.575294862029991
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,1.0,1.0,1.0,0.0,1,10,1.5,Occupancy of ribosomes by IncRNAs do not make functional peptides.,8426046 | 24335068 | 29459383 | 27438378 | 22896970,8426046,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.0,1,20,1.5,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1471041 | 14340571 | 27772649 | 10675756 | 21060008,1471041,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.0,1,13,1.5,iga plasma cells specific transglutaminase 2 accumulate duodenal mucosa commencement gluten free diet,1471041 | 27772649 | 14340571 | 21060008 | 10675756,1471041,
nfcorpus,scifact,test,Dense original,dense_keep,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.0,1,20,1.5,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1471041 | 21060008 | 27772649 | 13578199 | 10675756,1471041,
nfcorpus,scifact,test,Dense keyword,dense_keyword,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.0,1,13,1.5,iga plasma cells specific transglutaminase 2 accumulate duodenal mucosa commencement gluten free diet,1471041 | 21060008 | 27772649 | 13578199 | 10675756,1471041,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.03,2,20,1.47,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1471041 | 21060008 | 27772649 | 14340571 | 10675756,1471041,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.03,2,13,1.47,iga plasma cells specific transglutaminase 2 accumulate duodenal mucosa commencement gluten free diet,1471041 | 27772649 | 21060008 | 10675756 | 14340571,1471041,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.03,2,13,1.47,iga plasma cells specific transglutaminase 2 accumulate duodenal mucosa commencement gluten free diet,1471041 | 27772649 | 21060008 | 10675756 | 14340571,1471041,
nfcorpus,scifact,test,Heuristic retrieval router,bm25_keep,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.0,1,20,1.5,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1471041 | 14340571 | 27772649 | 10675756 | 21060008,1471041,
nfcorpus,scifact,test,Transferred source policy,dense_keep,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.0,1,20,1.5,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1471041 | 21060008 | 27772649 | 13578199 | 10675756,1471041,0.5759904801965976
nfcorpus,scifact,test,Oracle retrieval action,bm25_keep,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1.0,1.0,1.0,0.0,1,20,1.5,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,1471041 | 14340571 | 27772649 | 10675756 | 21060008,1471041,
nfcorpus,scifact,test,Vanilla BM25,bm25_keep,100,All hematopoietic stem cells segregate their chromosomes randomly.,1.0,1.0,1.0,0.0,1,8,1.5,All hematopoietic stem cells segregate their chromosomes randomly.,4381486 | 4398832 | 22186938 | 34982259 | 2547636,4381486,
nfcorpus,scifact,test,BM25 keyword,bm25_keyword,100,All hematopoietic stem cells segregate their chromosomes randomly.,1.0,1.0,1.0,0.0,1,7,1.5,all hematopoietic stem cells segregate chromosomes randomly,4381486 | 4398832 | 22186938 | 25516011 | 22973574,4381486,
nfcorpus,scifact,test,Dense original,dense_keep,100,All hematopoietic stem cells segregate their chromosomes randomly.,1.0,0.3333333333333333,0.5,0.0,1,8,1.1666666666666667,All hematopoietic stem cells segregate their chromosomes randomly.,34982259 | 14550841 | 4381486 | 25516011 | 5415832,4381486,
nfcorpus,scifact,test,Dense keyword,dense_keyword,100,All hematopoietic stem cells segregate their chromosomes randomly.,1.0,1.0,1.0,0.0,1,7,1.5,all hematopoietic stem cells segregate chromosomes randomly,4381486 | 34982259 | 14550841 | 5415832 | 25516011,4381486,
nfcorpus,scifact,test,Hybrid original,hybrid_keep,100,All hematopoietic stem cells segregate their chromosomes randomly.,1.0,1.0,1.0,0.03,2,8,1.47,All hematopoietic stem cells segregate their chromosomes randomly.,4381486 | 34982259 | 14550841 | 4398832 | 22186938,4381486,
nfcorpus,scifact,test,Hybrid keyword,hybrid_keyword,100,All hematopoietic stem cells segregate their chromosomes randomly.,1.0,1.0,1.0,0.03,2,7,1.47,all hematopoietic stem cells segregate chromosomes randomly,4381486 | 34982259 | 4398832 | 25516011 | 14550841,4381486,
nfcorpus,scifact,test,Target train-best action,hybrid_keyword,100,All hematopoietic stem cells segregate their chromosomes randomly.,1.0,1.0,1.0,0.03,2,7,1.47,all hematopoietic stem cells segregate chromosomes randomly,4381486 | 34982259 | 4398832 | 25516011 | 14550841,4381486,
